nome_do_arquivo;classe_detectada;pontuacao_de_confianca;coordenadas_caixa
image_000.jpg;backpack;0.8583937287330627;[101.92608642578125, 152.1304931640625, 239.52365112304688, 327.116455078125]
image_000.jpg;chair;0.27674224972724915;[258.5961608886719, 156.876953125, 320.4228820800781, 241.17938232421875]
image_001.jpg;backpack;0.837730348110199;[102.20259857177734, 152.1873779296875, 238.8842010498047, 327.29248046875]
image_001.jpg;chair;0.297749787569046;[258.7527160644531, 157.2624969482422, 320.2029113769531, 240.85342407226562]
image_002.jpg;backpack;0.8448841571807861;[101.60002899169922, 152.23104858398438, 239.87030029296875, 327.2772216796875]
image_002.jpg;chair;0.5424636602401733;[258.8055114746094, 156.92861938476562, 320.1031799316406, 240.7437744140625]
image_002.jpg;chair;0.33052435517311096;[309.1477966308594, 140.53131103515625, 398.8374328613281, 238.02902221679688]
image_003.jpg;backpack;0.7564685344696045;[106.20319366455078, 152.21087646484375, 239.11521911621094, 327.7281799316406]
image_003.jpg;chair;0.40355682373046875;[258.77264404296875, 157.04736328125, 320.12664794921875, 240.45770263671875]
image_004.jpg;backpack;0.8190835118293762;[102.62026977539062, 152.2200469970703, 238.9287109375, 327.7371520996094]
image_004.jpg;person;0.4775339663028717;[0.5629825592041016, 96.64551544189453, 148.99082946777344, 257.2258605957031]
image_004.jpg;chair;0.4006552994251251;[258.65203857421875, 157.0445556640625, 320.118408203125, 240.8983612060547]
image_004.jpg;suitcase;0.31205111742019653;[0.11530876159667969, 253.79638671875, 77.1979751586914, 333.665283203125]
image_005.jpg;suitcase;0.8227801322937012;[78.79594421386719, 115.13751983642578, 262.6717224121094, 399.698974609375]
image_006.jpg;suitcase;0.8540195822715759;[79.79148864746094, 119.2477798461914, 262.9429626464844, 399.9435729980469]
image_007.jpg;suitcase;0.822449803352356;[79.866943359375, 119.58736419677734, 262.73193359375, 399.6485595703125]
image_008.jpg;suitcase;0.6877331733703613;[80.09140014648438, 119.63642120361328, 262.8002624511719, 399.6321716308594]
image_008.jpg;chair;0.5754504799842834;[258.9272766113281, 157.2413787841797, 320.5272216796875, 240.9394989013672]
image_008.jpg;chair;0.31301748752593994;[309.6534423828125, 127.92733764648438, 399.5390319824219, 232.1720733642578]
image_009.jpg;suitcase;0.8559496402740479;[80.03223419189453, 119.73030090332031, 262.61724853515625, 399.7292785644531]
image_009.jpg;backpack;0.3301520049571991;[0.047607421875, 100.35099029541016, 96.66059112548828, 209.8192138671875]
image_010.jpg;backpack;0.9007261991500854;[99.2577133178711, 151.24644470214844, 214.44400024414062, 332.205078125]
image_010.jpg;chair;0.5011683106422424;[258.92095947265625, 157.3304901123047, 319.90423583984375, 240.95254516601562]
image_011.jpg;backpack;0.8697586059570312;[103.20588684082031, 151.8799591064453, 214.4578094482422, 331.8591003417969]
image_011.jpg;person;0.3697018325328827;[310.0563049316406, 275.6708679199219, 399.5485534667969, 399.0880432128906]
image_012.jpg;backpack;0.933256208896637;[103.2135009765625, 151.98150634765625, 214.26959228515625, 331.6484680175781]
image_012.jpg;chair;0.4798186421394348;[258.41741943359375, 157.2892608642578, 320.0097961425781, 240.99525451660156]
