nome_do_arquivo;classe_detectada;pontuacao_de_confianca;coordenadas_caixa
image_001.jpg;backpack;0.80952388048172;[85.38772583007812, 149.87185668945312, 240.87310791015625, 374.03912353515625]
image_001.jpg;chair;0.39125779271125793;[262.5982666015625, 146.3118896484375, 351.41461181640625, 249.68719482421875]
image_015.jpg;chair;0.6160242557525635;[262.49737548828125, 145.97967529296875, 351.36444091796875, 249.91439819335938]
image_015.jpg;suitcase;0.40779808163642883;[18.550643920898438, 115.40782928466797, 248.85850524902344, 399.2693786621094]
image_015.jpg;backpack;0.3750801086425781;[20.97982406616211, 116.07402801513672, 249.00221252441406, 398.96246337890625]
image_015.jpg;bed;0.290696918964386;[1.9188690185546875, 27.802963256835938, 398.9599609375, 398.34832763671875]
image_014.jpg;suitcase;0.7168206572532654;[27.712726593017578, 93.36579132080078, 242.9213104248047, 399.460693359375]
image_014.jpg;chair;0.6697743535041809;[262.59820556640625, 146.2478790283203, 350.8882141113281, 249.8892822265625]
image_014.jpg;tennis racket;0.3606051504611969;[70.81124114990234, 26.201190948486328, 186.97853088378906, 113.3624267578125]
image_010.jpg;backpack;0.8208397626876831;[66.73905944824219, 147.81585693359375, 215.09652709960938, 386.22735595703125]
image_010.jpg;chair;0.7501946091651917;[262.6463317871094, 146.35658264160156, 351.0782470703125, 249.91485595703125]
image_010.jpg;backpack;0.5522775053977966;[0.1688861846923828, 55.834388732910156, 95.0154037475586, 261.8607482910156]
image_037.jpg;suitcase;0.3041474223136902;[43.06083679199219, 115.30498504638672, 313.6094970703125, 398.5635681152344]
image_022.jpg;backpack;0.6690646409988403;[122.87352752685547, 168.71017456054688, 205.8544921875, 279.25115966796875]
image_022.jpg;chair;0.6044027805328369;[262.9375915527344, 145.51089477539062, 352.64361572265625, 249.7938232421875]
image_022.jpg;backpack;0.5217424631118774;[66.52542114257812, 169.0638885498047, 207.5363006591797, 307.8878173828125]
image_006.jpg;suitcase;0.6985327005386353;[15.922393798828125, 109.34539794921875, 288.68170166015625, 399.09954833984375]
image_006.jpg;chair;0.4369150400161743;[262.8858947753906, 146.1747589111328, 352.2821044921875, 250.2934112548828]
image_006.jpg;person;0.36459922790527344;[0.27337074279785156, 1.1353683471679688, 105.0745849609375, 325.82208251953125]
image_006.jpg;umbrella;0.2893391251564026;[334.42718505859375, 139.2305908203125, 399.80438232421875, 203.65858459472656]
image_011.jpg;backpack;0.7754219770431519;[67.84825897216797, 149.0789794921875, 214.95687866210938, 387.6990051269531]
image_011.jpg;chair;0.45950624346733093;[263.26092529296875, 145.7432403564453, 352.4432678222656, 249.81521606445312]
image_046.jpg;backpack;0.8507116436958313;[125.27543640136719, 154.36790466308594, 261.6699523925781, 355.72857666015625]
image_046.jpg;chair;0.7150800228118896;[262.3310546875, 146.5928497314453, 351.2045593261719, 249.74046325683594]
image_046.jpg;backpack;0.35652127861976624;[0.1868438720703125, 56.368350982666016, 94.9127197265625, 230.65916442871094]
image_002.jpg;chair;0.7920705676078796;[262.61651611328125, 146.19937133789062, 351.484375, 249.46682739257812]
image_002.jpg;backpack;0.7077042460441589;[82.06096649169922, 149.94992065429688, 241.38763427734375, 374.7160339355469]
image_002.jpg;backpack;0.4366734027862549;[0.19188880920410156, 56.09539031982422, 94.73946380615234, 231.21620178222656]
image_038.jpg;suitcase;0.3993265926837921;[44.15483474731445, 116.31736755371094, 313.2204284667969, 399.363525390625]
image_018.jpg;suitcase;0.47512340545654297;[0.5618476867675781, 115.57671356201172, 248.45492553710938, 399.2005920410156]
image_018.jpg;backpack;0.403316468000412;[0.9970474243164062, 116.5054702758789, 248.6710205078125, 398.8577880859375]
image_018.jpg;chair;0.38514089584350586;[263.0289001464844, 146.46994018554688, 351.6269226074219, 249.9481964111328]
image_036.jpg;chair;0.5695494413375854;[267.9599304199219, 146.75433349609375, 350.60003662109375, 249.3846435546875]
image_036.jpg;suitcase;0.561869204044342;[44.3412971496582, 115.61065673828125, 313.5168151855469, 398.6775207519531]
image_005.jpg;chair;0.6393632292747498;[263.2145690917969, 146.24603271484375, 351.21319580078125, 250.0861358642578]
image_005.jpg;suitcase;0.5804500579833984;[13.427581787109375, 103.22899627685547, 289.19061279296875, 398.8151550292969]
image_005.jpg;skateboard;0.3901821970939636;[0.3238677978515625, 212.35537719726562, 128.42237854003906, 340.454833984375]
image_005.jpg;person;0.28243348002433777;[0.3601551055908203, 6.32568359375, 142.7855224609375, 288.58807373046875]
image_045.jpg;backpack;0.9273175001144409;[125.10334014892578, 154.55032348632812, 262.10400390625, 355.8018798828125]
image_045.jpg;chair;0.5129208564758301;[262.6873779296875, 146.56149291992188, 351.62310791015625, 250.01089477539062]
image_045.jpg;backpack;0.2504638731479645;[0.17729759216308594, 57.01713562011719, 94.64064025878906, 231.2554931640625]
image_020.jpg;backpack;0.8560771346092224;[122.79129028320312, 168.39932250976562, 206.42422485351562, 279.265380859375]
image_020.jpg;chair;0.7598037123680115;[262.886474609375, 145.47463989257812, 351.0003967285156, 249.979248046875]
image_020.jpg;person;0.44312500953674316;[0.22994041442871094, 54.63417053222656, 94.75277709960938, 265.5252380371094]
image_041.jpg;backpack;0.8691951632499695;[125.24787139892578, 153.77267456054688, 262.17864990234375, 356.15576171875]
image_041.jpg;chair;0.6400050520896912;[263.45892333984375, 146.33380126953125, 351.9815368652344, 249.94244384765625]
image_041.jpg;person;0.3393886387348175;[0.4647636413574219, 52.74223327636719, 137.48248291015625, 245.57113647460938]
image_017.jpg;suitcase;0.6184026598930359;[20.276813507080078, 116.78314208984375, 248.83514404296875, 399.2161865234375]
image_017.jpg;chair;0.4911174476146698;[262.4429016113281, 145.6226043701172, 352.294189453125, 250.24014282226562]
image_017.jpg;sports ball;0.3353470265865326;[142.8166046142578, 207.6507568359375, 185.15411376953125, 251.3811492919922]
image_017.jpg;person;0.2545974552631378;[0.4044914245605469, 67.99491882324219, 85.60222625732422, 397.8800964355469]
image_035.jpg;suitcase;0.505573034286499;[43.69880676269531, 114.44210052490234, 312.17327880859375, 398.609130859375]
image_013.jpg;backpack;0.7206140756607056;[67.32072448730469, 149.13490295410156, 214.962158203125, 386.91668701171875]
image_013.jpg;chair;0.6877971291542053;[262.549560546875, 146.17379760742188, 351.39898681640625, 250.24635314941406]
image_004.jpg;person;0.7997180223464966;[0.5531787872314453, 1.986837387084961, 144.04940795898438, 321.882080078125]
image_004.jpg;backpack;0.7200069427490234;[87.58836364746094, 149.751708984375, 241.23907470703125, 375.34295654296875]
image_004.jpg;chair;0.5738558769226074;[262.7700500488281, 146.07948303222656, 351.5487365722656, 250.0164031982422]
image_004.jpg;backpack;0.28449368476867676;[0.21131515502929688, 57.713661193847656, 95.21893310546875, 227.40423583984375]
image_031.jpg;backpack;0.8583544492721558;[154.6898193359375, 168.25286865234375, 224.68045043945312, 301.62451171875]
image_031.jpg;chair;0.7717956304550171;[262.4114990234375, 145.86532592773438, 351.01556396484375, 249.89627075195312]
image_031.jpg;backpack;0.35777193307876587;[0.19809722900390625, 54.5445442199707, 95.33744812011719, 230.50030517578125]
image_031.jpg;chair;0.2778414487838745;[333.59375, 139.04478454589844, 399.72930908203125, 245.8115997314453]
image_034.jpg;chair;0.6575847864151001;[268.8228759765625, 146.88255310058594, 350.8450927734375, 249.88662719726562]
image_034.jpg;suitcase;0.2993079721927643;[0.2120208740234375, 105.14244079589844, 89.93135070800781, 259.76971435546875]
image_026.jpg;backpack;0.8366975784301758;[123.0770034790039, 169.11102294921875, 207.30857849121094, 279.5140075683594]
image_026.jpg;person;0.6511772274971008;[0.2850151062011719, 52.650394439697266, 119.95651245117188, 253.28067016601562]
image_026.jpg;chair;0.6242458820343018;[262.48516845703125, 146.0886688232422, 351.4305114746094, 250.072509765625]
image_026.jpg;skis;0.29032474756240845;[0.4006481170654297, 230.6336669921875, 130.58082580566406, 287.78765869140625]
image_042.jpg;backpack;0.8783490657806396;[125.31318664550781, 154.26821899414062, 262.4515075683594, 355.458251953125]
image_042.jpg;backpack;0.58061683177948;[0.17273902893066406, 54.963741302490234, 95.23350524902344, 229.8868408203125]
image_042.jpg;chair;0.5096173286437988;[263.04254150390625, 145.36196899414062, 351.7785949707031, 249.86141967773438]
image_043.jpg;backpack;0.8426473140716553;[125.21369934082031, 154.43092346191406, 262.2755126953125, 355.6858825683594]
image_043.jpg;chair;0.5497322082519531;[262.6388854980469, 146.53961181640625, 351.42938232421875, 249.81585693359375]
image_043.jpg;handbag;0.31154918670654297;[0.1886272430419922, 55.191383361816406, 94.98197937011719, 229.95318603515625]
image_040.jpg;suitcase;0.822610080242157;[74.47570037841797, 122.29358673095703, 269.36627197265625, 399.4703369140625]
image_040.jpg;chair;0.5057582855224609;[263.7550048828125, 145.91708374023438, 350.3494567871094, 249.99285888671875]
image_040.jpg;person;0.4939660131931305;[1.3572120666503906, 0.4843902587890625, 192.65216064453125, 334.4195556640625]
image_047.jpg;backpack;0.8994559645652771;[125.08245849609375, 154.4345703125, 261.73419189453125, 355.480712890625]
image_047.jpg;chair;0.6904895901679993;[262.5876159667969, 146.1529541015625, 352.6562194824219, 249.6770477294922]
image_047.jpg;backpack;0.3703790307044983;[0.20441055297851562, 54.57756042480469, 94.86331939697266, 231.02218627929688]
image_030.jpg;backpack;0.8742743134498596;[154.53050231933594, 168.0018310546875, 224.6616973876953, 302.07037353515625]
