nome_do_arquivo;classe_detectada;pontuacao_de_confianca;coordenadas_caixa
image_000.jpg;backpack;0.7451317310333252;[70.85730743408203, 131.49322509765625, 257.06494140625, 391.551513671875]
image_000.jpg;chair;0.5860628485679626;[284.0114440917969, 134.81130981445312, 377.86993408203125, 260.4670715332031]
image_001.jpg;backpack;0.7603368759155273;[72.05280303955078, 131.77206420898438, 256.6419982910156, 391.30560302734375]
image_001.jpg;chair;0.6281667351722717;[284.5969543457031, 136.17295837402344, 377.1288146972656, 259.8700866699219]
image_002.jpg;chair;0.8574112057685852;[284.7067565917969, 135.72352600097656, 376.7697448730469, 259.59930419921875]
image_002.jpg;backpack;0.655983030796051;[57.56244659423828, 131.79135131835938, 256.92669677734375, 391.30657958984375]
image_003.jpg;chair;0.7416727542877197;[284.5403137207031, 136.27479553222656, 376.3683166503906, 259.4582824707031]
image_003.jpg;backpack;0.5075473189353943;[77.47093200683594, 131.55490112304688, 255.9423065185547, 391.9308776855469]
image_003.jpg;cat;0.32446327805519104;[0.5748462677001953, 0.49619197845458984, 88.32241821289062, 55.295654296875]
image_004.jpg;backpack;0.8156494498252869;[58.191070556640625, 131.4768829345703, 255.6835174560547, 392.06939697265625]
image_004.jpg;chair;0.8093167543411255;[285.1997375488281, 135.80364990234375, 377.4754333496094, 260.01416015625]
image_004.jpg;person;0.3445974886417389;[0.4696083068847656, 0.692138671875, 125.06057739257812, 134.4736328125]
image_004.jpg;person;0.26990923285484314;[0.1684284210205078, 1.3973617553710938, 125.6837158203125, 323.935302734375]
image_005.jpg;chair;0.6704512238502502;[284.77886962890625, 135.95167541503906, 377.28564453125, 260.07598876953125]
image_005.jpg;suitcase;0.6101340055465698;[5.212383270263672, 76.25381469726562, 293.533447265625, 398.7401428222656]
image_006.jpg;suitcase;0.6837173104286194;[16.39606475830078, 81.59127044677734, 293.51593017578125, 398.9862060546875]
image_006.jpg;chair;0.6689949631690979;[284.6069641113281, 135.67724609375, 378.159912109375, 260.5413818359375]
image_007.jpg;suitcase;0.7224737405776978;[16.152267456054688, 82.41050720214844, 295.1370544433594, 399.0766906738281]
image_007.jpg;chair;0.682361364364624;[284.56683349609375, 135.6096649169922, 378.6192626953125, 260.4860534667969]
image_008.jpg;chair;0.7575230002403259;[284.8162841796875, 136.1417236328125, 378.05755615234375, 260.1543273925781]
image_008.jpg;suitcase;0.7552521228790283;[18.153858184814453, 82.8287582397461, 294.5751953125, 399.0653991699219]
image_009.jpg;suitcase;0.7734401226043701;[9.283199310302734, 83.0025863647461, 294.785888671875, 398.8752746582031]
image_009.jpg;chair;0.5359759330749512;[284.97589111328125, 135.5449676513672, 377.585205078125, 260.42486572265625]
image_009.jpg;backpack;0.46802204847335815;[0.11261940002441406, 55.136470794677734, 54.33037567138672, 266.9864807128906]
image_009.jpg;suitcase;0.29168620705604553;[6.1511993408203125, 13.109159469604492, 398.92340087890625, 115.73444366455078]
image_010.jpg;chair;0.821269690990448;[284.705810546875, 136.0179901123047, 376.7265319824219, 260.2900390625]
image_010.jpg;backpack;0.7826142907142639;[49.64834213256836, 129.57717895507812, 220.02749633789062, 398.2237243652344]
image_011.jpg;backpack;0.7230814099311829;[57.122344970703125, 131.0655975341797, 219.95040893554688, 398.01373291015625]
image_011.jpg;chair;0.5514227747917175;[285.23162841796875, 135.17767333984375, 377.5999450683594, 260.2702941894531]
image_011.jpg;backpack;0.2990128695964813;[0.1303243637084961, 57.75737762451172, 63.40410232543945, 277.8478698730469]
image_012.jpg;chair;0.7805584073066711;[283.8475036621094, 135.6620635986328, 377.6943054199219, 260.3692626953125]
image_012.jpg;backpack;0.6446219682693481;[58.79091262817383, 130.8228302001953, 219.9398956298828, 398.2231750488281]
image_012.jpg;backpack;0.38162437081336975;[0.1806926727294922, 57.86677169799805, 63.822837829589844, 278.93267822265625]
image_012.jpg;chair;0.2588302791118622;[364.5082092285156, 146.34951782226562, 399.8475646972656, 243.2683563232422]
image_013.jpg;backpack;0.722871720790863;[55.341148376464844, 130.8804931640625, 219.9705047607422, 398.1549072265625]
image_013.jpg;chair;0.682309627532959;[284.554443359375, 135.82708740234375, 377.6885986328125, 260.54327392578125]
image_014.jpg;chair;0.6358804702758789;[284.62371826171875, 135.7301025390625, 376.9889831542969, 260.795166015625]
image_014.jpg;suitcase;0.61583411693573;[32.94069290161133, 29.061851501464844, 256.7275390625, 399.2897644042969]
image_015.jpg;suitcase;0.6962529420852661;[19.922523498535156, 90.71923065185547, 262.6951599121094, 399.6770324707031]
image_015.jpg;chair;0.6865615248680115;[284.7093811035156, 135.4105682373047, 377.9161071777344, 260.311279296875]
image_015.jpg;backpack;0.341585248708725;[18.294296264648438, 90.98933410644531, 262.0180358886719, 399.85125732421875]
image_016.jpg;suitcase;0.6171098947525024;[20.924091339111328, 91.94010925292969, 262.584228515625, 399.5788879394531]
image_016.jpg;chair;0.5700424313545227;[284.6627197265625, 135.95751953125, 379.8702087402344, 260.5664367675781]
image_016.jpg;backpack;0.26637059450149536;[17.547149658203125, 91.94577026367188, 261.8455505371094, 399.652587890625]
image_017.jpg;suitcase;0.7645609378814697;[16.90408706665039, 91.9338607788086, 262.1084289550781, 399.46136474609375]
image_017.jpg;chair;0.5940576195716858;[284.4792175292969, 134.7943878173828, 378.4410095214844, 260.52459716796875]
image_018.jpg;chair;0.6897425055503845;[285.052490234375, 136.1104736328125, 378.1182861328125, 260.0245361328125]
image_018.jpg;suitcase;0.5589655041694641;[2.2742080688476562, 91.59535217285156, 261.8355712890625, 399.53289794921875]
